"RCS","CGI_LITHOLOGY_URI","CGI_LITHOLOGY_LABEL","INSP_LITHOLOGY_URI","INSP_LITHOLOGY_LABEL"
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
B,,,http://inspire.ec.europa.eu/codelist/LithologyValue/boulderGravelSizeSediment,boulder gravel size sediment
CSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
CSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
CSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
CZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
CZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
DMTN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
REGOL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/residualMaterial,residual material
RFA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/boulderGravelSizeSediment,boulder gravel size sediment
RFA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
SPPP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
SPPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
DI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diorite,diorite
GD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granodiorite,granodiorite
MCGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MCONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MLMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
PELSL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSGP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSPL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
GPSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
TR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/trachyte,trachyte
SPPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
MDSC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
MDSC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SIMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SIMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
FTTT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
ARGL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
LAVA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/fineGrainedIgneousRock,fine grained igneous rock
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
TUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
BA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
FTUFF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
MSDT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MSDT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
TFAMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
RY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/rhyolite,rhyolite
TUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SHMDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
CALSST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
MDSL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
DMTN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SISD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SISD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
QGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzGabbro,quartz gabbro
MCBMY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MYLO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/myloniticRock,mylonitic rock
MYLQ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/myloniticRock,mylonitic rock
OGNMY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gneiss,gneiss
PEGF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/pegmatite,pegmatite
PHY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/phyllonite,phyllonite
PSMY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
AGG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tuffBrecciaAgglomerateOrPyroclasticBreccia,"tuff-breccia, agglomerate, or pyroclastic breccia"
AFTR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/alkaliFeldsparTrachyte,alkali feldspar trachyte
AGG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tuffBrecciaAgglomerateOrPyroclasticBreccia,"tuff-breccia, agglomerate, or pyroclastic breccia"
PSSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
SPPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
ARTGR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/anthropogenicMaterial,anthropogenic material
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
PSAMI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
DIGDGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CAMDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/carbonateMudstone,carbonate mudstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
QZITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
MDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
MDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
DMTN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
MUD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mud,mud
XVSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mud,mud
AGPI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BAMG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BAMG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
BAOCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BAOM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BAROCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BSN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basanite,basanite
BSNAN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basanite,basanite
BSNBT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basanite,basanite
GBAN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MAFI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basicIgneousRock,basic igneous rock
MCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MCGBAO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MGBOCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MGPOCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MONCHQ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
NMZGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/monzogabbro,monzogabbro
OLBA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
GB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
CALSIR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metasomaticRock,metasomatic rock
MBA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MDIAMT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MDOLO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MPSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
GNB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SPSCAP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SPSCAP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
GBMS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroicRock,gabbroic rock
GBMS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
GBRCNT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroicRock,gabbroic rock
GBRMG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroicRock,gabbroic rock
GBXEN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
NGBN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroicRock,gabbroic rock
NGBN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basicIgneousRock,basic igneous rock
OBCN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
OLGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
OLGBP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
OPXT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
OXGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
PEGGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
SEPITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/serpentinite,serpentinite
UMR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
BA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SHMDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
DLMDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/impureLimestone,impure limestone
DLMDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
DLMDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
PELGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSAA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/amphibolite,amphibolite
PSAA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
PSAMM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
PSMGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
C,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
PEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PELGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSPB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSPE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSPP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
SEMPEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
SHPG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gneiss,gneiss
XSVB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/boulderGravelSizeSediment,boulder gravel size sediment
XSVB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSVB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
MDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
MDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
OAMPHB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/amphibolite,amphibolite
OGNSF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gneiss,gneiss
OGNSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gneiss,gneiss
OGNSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gneiss,gneiss
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
PEGFQ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/pegmatite,pegmatite
SPELGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
SPGPCS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metasomaticRock,metasomatic rock
SPGPCS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
SPMC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metasomaticRock,metasomatic rock
SPMC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MDSA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
STMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
STMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
TUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SCAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SCAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SCAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sedimentaryRock,sedimentary rock
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
BCLAVA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
TUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MSDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
PSAMM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
QZITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
MBA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MDIAMT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
XSVB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
S,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CALSST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XCZS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
QZITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
SY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/syenite,syenite
SY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/syenite,syenite
AFSY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/alkaliFeldsparSyenite,alkali feldspar syenite
PXT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
GDQM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granodiorite,granodiorite
GDQM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzMonzodiorite,quartz monzodiorite
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
BAOM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
AMHS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/amphibolite,amphibolite
AMHS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/schist,schist
AMPHB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/amphibolite,amphibolite
MGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MGMG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
QZPE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
QZPE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
DOLO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/dolomite,dolomite
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
HFSDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
PYRBRC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/pyroclasticRock,pyroclastic rock
RY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/rhyolite,rhyolite
RYTUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
GD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granodiorite,granodiorite
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
MDSA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
SV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MCQGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzGabbro,quartz gabbro
TO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tonalite,tonalite
MCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MCQGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzGabbro,quartz gabbro
CYCC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
CYCC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
CYCC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
CYCC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CYCC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/arenite,arenite
CYCC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
V,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
